person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P031628,2022,25,5,master_or_equivalent
P031628,2024,27,5,master_or_equivalent
P031629,2022,70,3,vocational_or_postsecondary
P031629,2024,72,3,vocational_or_postsecondary
P031632,2022,68,6,doctorate
P031632,2024,70,6,doctorate
P031633,2022,39,4,bachelor_or_equivalent
P031633,2024,41,4,bachelor_or_equivalent
P031635,2022,48,3,vocational_or_postsecondary
P031635,2024,50,3,vocational_or_postsecondary
P031636,2022,66,4,bachelor_or_equivalent
P031636,2024,68,4,bachelor_or_equivalent
P031637,2022,27,3,vocational_or_postsecondary
P031637,2024,29,3,vocational_or_postsecondary
P031638,2022,53,4,bachelor_or_equivalent
P031638,2024,55,4,bachelor_or_equivalent
P031639,2022,45,3,vocational_or_postsecondary
P031639,2024,47,3,vocational_or_postsecondary
P031641,2022,75,2,school_qualification
P031641,2024,77,2,school_qualification
P031642,2022,36,5,master_or_equivalent
P031642,2024,38,5,master_or_equivalent
P031643,2022,47,3,vocational_or_postsecondary
P031643,2024,49,3,vocational_or_postsecondary
P031645,2022,21,2,school_qualification
P031645,2024,23,3,vocational_or_postsecondary
P031646,2022,42,3,vocational_or_postsecondary
P031646,2024,44,3,vocational_or_postsecondary
P031647,2022,55,3,vocational_or_postsecondary
P031647,2024,57,3,vocational_or_postsecondary
P031648,2022,32,5,master_or_equivalent
P031648,2024,34,5,master_or_equivalent
P031649,2022,51,2,school_qualification
P031649,2024,53,2,school_qualification
P031650,2022,21,2,school_qualification
P031650,2024,23,2,school_qualification
P031651,2022,32,3,vocational_or_postsecondary
P031651,2024,34,3,vocational_or_postsecondary
P031652,2022,27,3,vocational_or_postsecondary
P031652,2024,29,3,vocational_or_postsecondary
P031653,2022,69,2,school_qualification
P031653,2024,71,2,school_qualification
P031654,2022,51,1,low_or_none
P031654,2024,53,1,low_or_none
P031655,2022,40,6,doctorate
P031655,2024,42,6,doctorate
P031656,2022,31,3,vocational_or_postsecondary
P031656,2024,33,3,vocational_or_postsecondary
P031658,2022,89,3,vocational_or_postsecondary
P031658,2024,91,3,vocational_or_postsecondary
P031659,2022,26,1,low_or_none
P031659,2024,28,1,low_or_none
P031661,2022,23,4,bachelor_or_equivalent
P031661,2024,25,5,master_or_equivalent
P031662,2022,65,3,vocational_or_postsecondary
P031662,2024,67,3,vocational_or_postsecondary
P031663,2022,26,3,vocational_or_postsecondary
P031663,2024,28,4,bachelor_or_equivalent
P031664,2022,70,3,vocational_or_postsecondary
P031664,2024,72,3,vocational_or_postsecondary
P031666,2022,36,3,vocational_or_postsecondary
P031666,2024,38,3,vocational_or_postsecondary
P031667,2022,24,3,vocational_or_postsecondary
P031667,2024,26,4,bachelor_or_equivalent
P031668,2022,44,3,vocational_or_postsecondary
P031668,2024,46,3,vocational_or_postsecondary
P031669,2022,90,2,school_qualification
P031669,2024,92,2,school_qualification
P031670,2022,43,3,vocational_or_postsecondary
P031670,2024,45,3,vocational_or_postsecondary
P031671,2022,30,3,vocational_or_postsecondary
P031671,2024,32,3,vocational_or_postsecondary
P031672,2022,47,2,school_qualification
P031672,2024,49,2,school_qualification
P031673,2022,26,3,vocational_or_postsecondary
P031673,2024,28,3,vocational_or_postsecondary
P031674,2022,21,2,school_qualification
P031674,2024,23,3,vocational_or_postsecondary
P031675,2022,48,3,vocational_or_postsecondary
P031675,2024,50,3,vocational_or_postsecondary
P031676,2022,32,3,vocational_or_postsecondary
P031676,2024,34,3,vocational_or_postsecondary
P031677,2022,27,3,vocational_or_postsecondary
P031677,2024,29,3,vocational_or_postsecondary
P031678,2022,16,2,school_qualification
P031678,2024,18,3,vocational_or_postsecondary
P031679,2022,39,5,master_or_equivalent
P031679,2024,41,5,master_or_equivalent
P031680,2022,65,3,vocational_or_postsecondary
P031680,2024,67,3,vocational_or_postsecondary
P031681,2022,32,3,vocational_or_postsecondary
P031681,2024,34,3,vocational_or_postsecondary
P031683,2022,27,4,bachelor_or_equivalent
P031683,2024,29,4,bachelor_or_equivalent
P031684,2022,42,5,master_or_equivalent
P031684,2024,44,5,master_or_equivalent
P031685,2022,25,2,school_qualification
P031685,2024,27,2,school_qualification
P031686,2022,58,3,vocational_or_postsecondary
P031686,2024,60,3,vocational_or_postsecondary
P031687,2022,32,3,vocational_or_postsecondary
P031687,2024,34,3,vocational_or_postsecondary
P031688,2022,24,3,vocational_or_postsecondary
P031688,2024,26,3,vocational_or_postsecondary
P031689,2022,26,3,vocational_or_postsecondary
P031689,2024,28,3,vocational_or_postsecondary
P031690,2022,56,4,bachelor_or_equivalent
P031690,2024,58,4,bachelor_or_equivalent
P031692,2022,16,1,low_or_none
P031692,2024,18,2,school_qualification
P031693,2022,23,3,vocational_or_postsecondary
P031693,2024,25,3,vocational_or_postsecondary
P031695,2022,57,2,school_qualification
P031695,2024,59,2,school_qualification
P031696,2022,22,2,school_qualification
P031696,2024,24,3,vocational_or_postsecondary
P031697,2022,56,4,bachelor_or_equivalent
P031697,2024,58,4,bachelor_or_equivalent
P031698,2022,63,3,vocational_or_postsecondary
P031698,2024,65,3,vocational_or_postsecondary
P031699,2022,56,3,vocational_or_postsecondary
P031699,2024,58,3,vocational_or_postsecondary
P031701,2022,48,3,vocational_or_postsecondary
P031701,2024,50,3,vocational_or_postsecondary
P031702,2022,70,2,school_qualification
P031702,2024,72,2,school_qualification
P031703,2022,46,3,vocational_or_postsecondary
P031703,2024,48,3,vocational_or_postsecondary
P031705,2022,68,3,vocational_or_postsecondary
P031705,2024,70,3,vocational_or_postsecondary
P031706,2022,52,4,bachelor_or_equivalent
P031706,2024,54,4,bachelor_or_equivalent
P031707,2022,50,3,vocational_or_postsecondary
P031707,2024,52,3,vocational_or_postsecondary
P031708,2022,60,4,bachelor_or_equivalent
P031708,2024,62,4,bachelor_or_equivalent
P031709,2022,54,3,vocational_or_postsecondary
P031709,2024,56,3,vocational_or_postsecondary
P031710,2022,65,3,vocational_or_postsecondary
P031710,2024,67,3,vocational_or_postsecondary
P031711,2022,78,1,low_or_none
P031711,2024,80,1,low_or_none
P031712,2022,37,5,master_or_equivalent
P031712,2024,39,5,master_or_equivalent
P031713,2022,45,3,vocational_or_postsecondary
P031713,2024,47,3,vocational_or_postsecondary
P031714,2022,24,2,school_qualification
P031714,2024,26,3,vocational_or_postsecondary
P031715,2022,45,2,school_qualification
P031715,2024,47,2,school_qualification
P031716,2022,35,4,bachelor_or_equivalent
P031716,2024,37,4,bachelor_or_equivalent
P031717,2022,76,2,school_qualification
P031717,2024,78,2,school_qualification
P031718,2022,63,4,bachelor_or_equivalent
P031718,2024,65,4,bachelor_or_equivalent
P031719,2022,29,3,vocational_or_postsecondary
P031719,2024,31,4,bachelor_or_equivalent
P031721,2022,68,1,low_or_none
P031721,2024,70,2,school_qualification
P031722,2022,70,1,low_or_none
P031722,2024,72,1,low_or_none
P031723,2022,67,1,low_or_none
P031723,2024,69,1,low_or_none
P031724,2022,54,4,bachelor_or_equivalent
P031724,2024,56,4,bachelor_or_equivalent
P031725,2022,48,1,low_or_none
P031725,2024,50,1,low_or_none
P031726,2022,39,2,school_qualification
P031726,2024,41,2,school_qualification
P031727,2022,58,3,vocational_or_postsecondary
P031727,2024,60,3,vocational_or_postsecondary
P031728,2022,44,2,school_qualification
P031728,2024,46,2,school_qualification
P031729,2022,47,2,school_qualification
P031729,2024,49,2,school_qualification
P031731,2024,15,2,school_qualification
P031732,2022,16,1,low_or_none
P031732,2024,18,2,school_qualification
P031733,2022,53,3,vocational_or_postsecondary
P031733,2024,55,3,vocational_or_postsecondary
P031734,2022,68,3,vocational_or_postsecondary
P031734,2024,70,3,vocational_or_postsecondary
P031735,2022,20,2,school_qualification
P031735,2024,22,2,school_qualification
P031736,2022,44,2,school_qualification
P031736,2024,46,2,school_qualification
P031737,2022,29,3,vocational_or_postsecondary
P031737,2024,31,3,vocational_or_postsecondary
P031738,2022,30,4,bachelor_or_equivalent
P031738,2024,32,4,bachelor_or_equivalent
P031739,2022,71,2,school_qualification
P031739,2024,73,2,school_qualification
P031740,2022,47,3,vocational_or_postsecondary
P031740,2024,49,3,vocational_or_postsecondary
P031741,2022,32,2,school_qualification
P031741,2024,34,2,school_qualification
P031743,2022,33,3,vocational_or_postsecondary
P031743,2024,35,3,vocational_or_postsecondary
P031745,2022,31,3,vocational_or_postsecondary
P031745,2024,33,3,vocational_or_postsecondary
P031747,2022,45,4,bachelor_or_equivalent
P031747,2024,47,4,bachelor_or_equivalent
P031749,2022,41,3,vocational_or_postsecondary
P031749,2024,43,3,vocational_or_postsecondary
P031750,2022,46,4,bachelor_or_equivalent
P031750,2024,48,4,bachelor_or_equivalent
P031752,2022,45,4,bachelor_or_equivalent
P031752,2024,47,4,bachelor_or_equivalent
P031753,2022,68,1,low_or_none
P031753,2024,70,1,low_or_none
P031756,2022,18,3,vocational_or_postsecondary
P031756,2024,20,3,vocational_or_postsecondary
P031759,2022,23,2,school_qualification
P031759,2024,25,3,vocational_or_postsecondary
P031760,2022,71,3,vocational_or_postsecondary
P031760,2024,73,3,vocational_or_postsecondary
P031761,2022,57,5,master_or_equivalent
P031761,2024,59,5,master_or_equivalent
P031762,2022,46,3,vocational_or_postsecondary
P031762,2024,48,3,vocational_or_postsecondary
P031763,2022,49,3,vocational_or_postsecondary
P031763,2024,51,3,vocational_or_postsecondary
P031764,2022,56,2,school_qualification
P031764,2024,58,2,school_qualification
P031765,2022,54,3,vocational_or_postsecondary
P031765,2024,56,3,vocational_or_postsecondary
P031767,2022,25,2,school_qualification
P031767,2024,27,2,school_qualification
P031768,2022,65,3,vocational_or_postsecondary
P031768,2024,67,3,vocational_or_postsecondary
P031770,2022,43,2,school_qualification
P031770,2024,45,2,school_qualification
P031771,2022,36,3,vocational_or_postsecondary
P031771,2024,38,3,vocational_or_postsecondary
P031772,2022,45,1,low_or_none
P031772,2024,47,1,low_or_none
P031773,2022,28,2,school_qualification
P031773,2024,30,2,school_qualification
P031774,2022,36,3,vocational_or_postsecondary
P031774,2024,38,3,vocational_or_postsecondary
P031775,2022,44,3,vocational_or_postsecondary
P031775,2024,46,3,vocational_or_postsecondary
P031776,2022,16,2,school_qualification
P031776,2024,18,3,vocational_or_postsecondary
P031777,2022,55,2,school_qualification
P031777,2024,57,2,school_qualification
P031778,2022,54,4,bachelor_or_equivalent
P031778,2024,56,4,bachelor_or_equivalent
P031779,2022,50,2,school_qualification
P031779,2024,52,2,school_qualification
P031780,2022,42,3,vocational_or_postsecondary
P031780,2024,44,3,vocational_or_postsecondary
P031781,2022,35,4,bachelor_or_equivalent
P031781,2024,37,4,bachelor_or_equivalent
P031782,2022,72,1,low_or_none
P031782,2024,74,1,low_or_none
P031783,2022,77,2,school_qualification
P031783,2024,79,2,school_qualification
P031784,2022,46,2,school_qualification
P031784,2024,48,2,school_qualification
P031785,2022,44,4,bachelor_or_equivalent
P031785,2024,46,4,bachelor_or_equivalent
P031786,2022,68,2,school_qualification
P031786,2024,70,2,school_qualification
P031787,2022,78,3,vocational_or_postsecondary
P031787,2024,80,3,vocational_or_postsecondary
P031788,2022,71,5,master_or_equivalent
P031788,2024,73,5,master_or_equivalent
P031789,2022,36,2,school_qualification
P031789,2024,38,2,school_qualification
P031790,2022,26,4,bachelor_or_equivalent
P031790,2024,28,4,bachelor_or_equivalent
P031791,2022,27,3,vocational_or_postsecondary
P031791,2024,29,4,bachelor_or_equivalent
P031792,2022,17,2,school_qualification
P031792,2024,19,2,school_qualification
P031793,2022,66,2,school_qualification
P031793,2024,68,2,school_qualification
P031794,2022,66,3,vocational_or_postsecondary
P031794,2024,68,3,vocational_or_postsecondary
P031796,2022,47,4,bachelor_or_equivalent
P031796,2024,49,4,bachelor_or_equivalent
P031797,2022,25,3,vocational_or_postsecondary
P031797,2024,27,3,vocational_or_postsecondary
P031798,2022,83,2,school_qualification
P031798,2024,85,2,school_qualification
P031799,2022,76,1,low_or_none
P031799,2024,78,1,low_or_none
P031800,2022,52,3,vocational_or_postsecondary
P031800,2024,54,3,vocational_or_postsecondary
P031802,2022,33,3,vocational_or_postsecondary
P031802,2024,35,3,vocational_or_postsecondary
P031803,2022,52,3,vocational_or_postsecondary
P031803,2024,54,3,vocational_or_postsecondary
P031804,2022,47,3,vocational_or_postsecondary
P031804,2024,49,3,vocational_or_postsecondary
P031805,2022,63,3,vocational_or_postsecondary
P031805,2024,65,3,vocational_or_postsecondary
P031807,2022,76,3,vocational_or_postsecondary
P031807,2024,78,3,vocational_or_postsecondary
P031808,2022,35,3,vocational_or_postsecondary
P031808,2024,37,3,vocational_or_postsecondary
P031810,2022,15,1,low_or_none
P031810,2024,17,2,school_qualification
P031812,2022,83,2,school_qualification
P031812,2024,85,2,school_qualification
P031813,2022,30,3,vocational_or_postsecondary
P031813,2024,32,4,bachelor_or_equivalent
P031814,2022,62,2,school_qualification
P031814,2024,64,2,school_qualification
P031815,2022,53,2,school_qualification
P031815,2024,55,2,school_qualification
P031817,2022,58,2,school_qualification
P031817,2024,60,2,school_qualification
P031818,2022,76,1,low_or_none
P031818,2024,78,1,low_or_none
P031820,2024,15,1,low_or_none
P031821,2022,33,2,school_qualification
P031821,2024,35,3,vocational_or_postsecondary
P031822,2022,32,5,master_or_equivalent
P031822,2024,34,5,master_or_equivalent
P031823,2022,27,4,bachelor_or_equivalent
P031823,2024,29,4,bachelor_or_equivalent
P031824,2022,71,3,vocational_or_postsecondary
P031824,2024,73,3,vocational_or_postsecondary
P031827,2022,91,2,school_qualification
P031827,2024,93,2,school_qualification
P031828,2022,27,5,master_or_equivalent
P031828,2024,29,5,master_or_equivalent
P031830,2022,58,3,vocational_or_postsecondary
P031830,2024,60,3,vocational_or_postsecondary
P031831,2022,52,5,master_or_equivalent
P031831,2024,54,5,master_or_equivalent
P031833,2022,91,5,master_or_equivalent
P031833,2024,93,5,master_or_equivalent
P031834,2022,67,4,bachelor_or_equivalent
P031834,2024,69,4,bachelor_or_equivalent
P031835,2022,17,2,school_qualification
P031835,2024,19,3,vocational_or_postsecondary
P031836,2022,74,4,bachelor_or_equivalent
P031836,2024,76,4,bachelor_or_equivalent
P031837,2022,64,3,vocational_or_postsecondary
P031837,2024,66,4,bachelor_or_equivalent
P031838,2022,18,2,school_qualification
P031838,2024,20,2,school_qualification
P031840,2022,33,3,vocational_or_postsecondary
P031840,2024,35,3,vocational_or_postsecondary
P031841,2022,31,4,bachelor_or_equivalent
P031841,2024,33,4,bachelor_or_equivalent
P031843,2022,36,3,vocational_or_postsecondary
P031843,2024,38,3,vocational_or_postsecondary
P031844,2022,51,3,vocational_or_postsecondary
P031844,2024,53,3,vocational_or_postsecondary
P031845,2022,85,5,master_or_equivalent
P031845,2024,87,5,master_or_equivalent
P031846,2022,30,4,bachelor_or_equivalent
P031846,2024,32,4,bachelor_or_equivalent
P031847,2022,22,2,school_qualification
P031847,2024,24,3,vocational_or_postsecondary
P031848,2022,85,1,low_or_none
P031848,2024,87,1,low_or_none
P031849,2022,34,2,school_qualification
P031849,2024,36,2,school_qualification
P031850,2022,83,3,vocational_or_postsecondary
P031850,2024,85,3,vocational_or_postsecondary
P031851,2022,16,2,school_qualification
P031851,2024,18,3,vocational_or_postsecondary
P031852,2022,15,1,low_or_none
P031852,2024,17,2,school_qualification
P031853,2022,55,5,master_or_equivalent
P031853,2024,57,5,master_or_equivalent
P031855,2022,87,1,low_or_none
P031855,2024,89,1,low_or_none
P031856,2022,18,2,school_qualification
P031856,2024,20,2,school_qualification
P031857,2022,77,3,vocational_or_postsecondary
P031857,2024,79,3,vocational_or_postsecondary
P031859,2022,24,4,bachelor_or_equivalent
P031859,2024,26,4,bachelor_or_equivalent
P031860,2022,19,3,vocational_or_postsecondary
P031860,2024,21,3,vocational_or_postsecondary
P031861,2022,70,2,school_qualification
P031861,2024,72,2,school_qualification
P031862,2022,32,4,bachelor_or_equivalent
P031862,2024,34,4,bachelor_or_equivalent
P031863,2022,65,2,school_qualification
P031863,2024,67,2,school_qualification
P031864,2022,23,1,low_or_none
P031864,2024,25,2,school_qualification
P031865,2022,71,4,bachelor_or_equivalent
P031865,2024,73,4,bachelor_or_equivalent
P031866,2022,83,3,vocational_or_postsecondary
P031866,2024,85,3,vocational_or_postsecondary
P031867,2022,22,4,bachelor_or_equivalent
P031867,2024,24,5,master_or_equivalent
P031868,2022,43,4,bachelor_or_equivalent
P031868,2024,45,4,bachelor_or_equivalent
P031869,2022,79,1,low_or_none
P031869,2024,81,1,low_or_none
P031870,2022,36,5,master_or_equivalent
P031870,2024,38,5,master_or_equivalent
P031871,2022,65,3,vocational_or_postsecondary
P031871,2024,67,3,vocational_or_postsecondary
P031873,2022,27,2,school_qualification
P031873,2024,29,2,school_qualification
P031875,2022,58,5,master_or_equivalent
P031875,2024,60,5,master_or_equivalent
P031876,2022,21,3,vocational_or_postsecondary
P031876,2024,23,4,bachelor_or_equivalent
P031877,2022,40,4,bachelor_or_equivalent
P031877,2024,42,4,bachelor_or_equivalent
